card1,card2,synergy
Crystal Longsword,Oak Bow,-5
Crystal Longsword,Longbow,-5
Crystal Longsword,Crossbow,-5
Crystal Longsword,Repeater Crossbow,-5
Crystal Longsword,Flame Bow,-5
Crystal Longsword,Frost Bow,-5
Crystal Longsword,Thunder Bow,-5
Crystal Longsword,Shadow Bow,-5
Crystal Longsword,Hawk Bow,-5
Crystal Longsword,Moonlight Bow,3
Crystal Longsword,Wooden Staff,3
Crystal Longsword,Wizard Staff,3
Crystal Longsword,Healing Staff,4
Crystal Longsword,Necro Staff,2
Crystal Longsword,Storm Staff,-5
Crystal Longsword,Flame Staff,-5
Crystal Longsword,Frost Staff,-5
Crystal Longsword,Crystal Staff,5
Crystal Longsword,Druid Staff,-5
Crystal Longsword,Solar Staff,4
Crystal Longsword,Iron Spear,-5
Crystal Longsword,Steel Spear,-5
Crystal Longsword,Pike,-5
Crystal Longsword,Halberd,-5
Crystal Longsword,Trident,-5
Crystal Longsword,Dragon Lance,-5
Crystal Longsword,Ice Lance,-5
Crystal Longsword,Thunder Spear,-5
Crystal Longsword,Serpent Spear,-5
Crystal Longsword,Sun Lance,4
Crystal Longsword,Dagger,-5
Crystal Longsword,Poison Dagger,-5
Crystal Longsword,Silent Knife,-5
Crystal Longsword,Throwing Knives,-5
Crystal Longsword,Glass Dagger,-5
Crystal Longsword,Vampire Fang,2
Crystal Longsword,Venom Shiv,-5
Crystal Longsword,Assassin Blade,-5
Crystal Longsword,Smoke Dagger,-5
Crystal Longsword,Mirror Knife,3
Crystal Longsword,Wooden Shield,-5
Crystal Longsword,Iron Shield,-5
Crystal Longsword,Tower Shield,-5
Crystal Longsword,Spiked Shield,-5
Crystal Longsword,Mirror Shield,3
Crystal Longsword,Dragon Shield,-5
Crystal Longsword,Ice Shield,-5
Crystal Longsword,Storm Shield,-5
Crystal Longsword,Holy Shield,4
Crystal Longsword,Thorn Shield,-5
Crystal Longsword,Stone Hammer,-5
Crystal Longsword,War Hammer,-5
Crystal Longsword,Thunder Hammer,-5
Crystal Longsword,Forge Hammer,-5
Crystal Longsword,Ice Maul,-5
Crystal Longsword,Gravity Hammer,5
Crystal Longsword,Bone Hammer,2
Crystal Longsword,Titan Hammer,-5
Crystal Longsword,Copper Mace,-5
Crystal Longsword,Morning Star,4
Crystal Longsword,Slingshot,-5
Crystal Longsword,Boomerang,-5
Crystal Longsword,Harpoon,-5
Crystal Longsword,Net Launcher,-5
Crystal Longsword,Flare Gun,-5
Crystal Longsword,Blowgun,-5
Crystal Longsword,Hookshot,-5
Crystal Longsword,Chakram,-5
Crystal Longsword,Crystal Orb,5
Crystal Longsword,Spell Book,3
Crystal Longsword,Laser Pistol,-5
Crystal Longsword,Plasma Rifle,-5
Crystal Longsword,Rocket Launcher,-5
Crystal Longsword,Energy Cannon,-5
Crystal Longsword,Railgun,-5
Crystal Longsword,Cyber Blade,-5
Crystal Longsword,Pulse Shield,-5
Crystal Longsword,Drone Swarm,-5
Crystal Longsword,Nano Spear,-5
Crystal Longsword,Void Cannon,2
Obsidian Greatsword,Bronze Axe,3
Obsidian Greatsword,War Axe,3
Obsidian Greatsword,Twin Hatchets,-3
Obsidian Greatsword,Executioner Axe,5
Obsidian Greatsword,Viking Cleaver,5
Obsidian Greatsword,Bone Splitter,-3
Obsidian Greatsword,Meteor Axe,2
Obsidian Greatsword,Glacier Axe,-3
Obsidian Greatsword,Storm Axe,-3
Obsidian Greatsword,Emerald Tomahawk,-3
Obsidian Greatsword,Oak Bow,-3
Obsidian Greatsword,Longbow,-3
Obsidian Greatsword,Crossbow,-3
Obsidian Greatsword,Repeater Crossbow,-3
Obsidian Greatsword,Flame Bow,2
Obsidian Greatsword,Frost Bow,-3
Obsidian Greatsword,Thunder Bow,-3
Obsidian Greatsword,Shadow Bow,-3
Obsidian Greatsword,Hawk Bow,-3
Obsidian Greatsword,Moonlight Bow,-3
Obsidian Greatsword,Wooden Staff,-3
Obsidian Greatsword,Wizard Staff,-3
Obsidian Greatsword,Healing Staff,-3
Obsidian Greatsword,Necro Staff,-3
Obsidian Greatsword,Storm Staff,-3
Obsidian Greatsword,Flame Staff,2
Obsidian Greatsword,Frost Staff,-3
Obsidian Greatsword,Crystal Staff,-3
Obsidian Greatsword,Druid Staff,-3
Obsidian Greatsword,Solar Staff,-3
Obsidian Greatsword,Iron Spear,-3
Obsidian Greatsword,Steel Spear,-3
Obsidian Greatsword,Pike,-3
Obsidian Greatsword,Halberd,-3
Obsidian Greatsword,Trident,-3
Obsidian Greatsword,Dragon Lance,2
Obsidian Greatsword,Ice Lance,-3
Obsidian Greatsword,Thunder Spear,-3
Obsidian Greatsword,Serpent Spear,-3
Obsidian Greatsword,Sun Lance,-3
Obsidian Greatsword,Dagger,-3
Obsidian Greatsword,Poison Dagger,-3
Obsidian Greatsword,Silent Knife,-3
Obsidian Greatsword,Throwing Knives,-3
Obsidian Greatsword,Glass Dagger,-3
Obsidian Greatsword,Vampire Fang,-3
Obsidian Greatsword,Venom Shiv,-3
Obsidian Greatsword,Assassin Blade,-3
Obsidian Greatsword,Smoke Dagger,-3
Obsidian Greatsword,Mirror Knife,-3
Obsidian Greatsword,Wooden Shield,4
Obsidian Greatsword,Iron Shield,4
Obsidian Greatsword,Tower Shield,4
Obsidian Greatsword,Spiked Shield,4
Obsidian Greatsword,Mirror Shield,-3
Obsidian Greatsword,Dragon Shield,2
Obsidian Greatsword,Ice Shield,-3
Obsidian Greatsword,Storm Shield,-3
Obsidian Greatsword,Holy Shield,-3
Obsidian Greatsword,Thorn Shield,-3
Obsidian Greatsword,Stone Hammer,3
Obsidian Greatsword,War Hammer,5
Obsidian Greatsword,Thunder Hammer,-3
Obsidian Greatsword,Forge Hammer,2
Obsidian Greatsword,Ice Maul,-3
Obsidian Greatsword,Gravity Hammer,-3
Obsidian Greatsword,Bone Hammer,-3
Obsidian Greatsword,Titan Hammer,8
Obsidian Greatsword,Copper Mace,3
Obsidian Greatsword,Morning Star,-3
Obsidian Greatsword,Slingshot,-3
Obsidian Greatsword,Boomerang,-3
Obsidian Greatsword,Harpoon,-3
Obsidian Greatsword,Net Launcher,-3
Obsidian Greatsword,Flare Gun,2
Obsidian Greatsword,Blowgun,-3
Obsidian Greatsword,Hookshot,-3
Obsidian Greatsword,Chakram,-3
Obsidian Greatsword,Crystal Orb,-3
Obsidian Greatsword,Spell Book,-3
Obsidian Greatsword,Laser Pistol,-3
Obsidian Greatsword,Plasma Rifle,-3
Obsidian Greatsword,Rocket Launcher,2
Obsidian Greatsword,Energy Cannon,-3
Obsidian Greatsword,Railgun,-3
Obsidian Greatsword,Cyber Blade,-3
Obsidian Greatsword,Pulse Shield,4
Obsidian Greatsword,Drone Swarm,-3
Obsidian Greatsword,Nano Spear,-3
Obsidian Greatsword,Void Cannon,-3
Bronze Axe,War Axe,3
Bronze Axe,Twin Hatchets,-1
Bronze Axe,Executioner Axe,3
Bronze Axe,Viking Cleaver,3
Bronze Axe,Bone Splitter,-1
Bronze Axe,Meteor Axe,2
Bronze Axe,Glacier Axe,-1
Bronze Axe,Storm Axe,-1
Bronze Axe,Emerald Tomahawk,-1
Bronze Axe,Oak Bow,-1
Bronze Axe,Longbow,-1
Bronze Axe,Crossbow,-1
Bronze Axe,Repeater Crossbow,-1
Bronze Axe,Flame Bow,2
Bronze Axe,Frost Bow,-1
Bronze Axe,Thunder Bow,-1
Bronze Axe,Shadow Bow,-1
Bronze Axe,Hawk Bow,-1
Bronze Axe,Moonlight Bow,-1
Bronze Axe,Wooden Staff,-1
Bronze Axe,Wizard Staff,-1
Bronze Axe,Healing Staff,-1
Bronze Axe,Necro Staff,-1
Bronze Axe,Storm Staff,-1
Bronze Axe,Flame Staff,2
Bronze Axe,Frost Staff,-1
Bronze Axe,Crystal Staff,-1
Bronze Axe,Druid Staff,-1
Bronze Axe,Solar Staff,-1
Bronze Axe,Iron Spear,-1
Bronze Axe,Steel Spear,-1
Bronze Axe,Pike,-1
Bronze Axe,Halberd,-1
Bronze Axe,Trident,-1
Bronze Axe,Dragon Lance,2
Bronze Axe,Ice Lance,-1
Bronze Axe,Thunder Spear,-1
Bronze Axe,Serpent Spear,-1
Bronze Axe,Sun Lance,-1
Bronze Axe,Dagger,-1
Bronze Axe,Poison Dagger,-1
Bronze Axe,Silent Knife,-1
Bronze Axe,Throwing Knives,-1
Bronze Axe,Glass Dagger,-1
Bronze Axe,Vampire Fang,-1
Bronze Axe,Venom Shiv,-1
Bronze Axe,Assassin Blade,-1
Bronze Axe,Smoke Dagger,-1
Bronze Axe,Mirror Knife,-1
Bronze Axe,Wooden Shield,4
Bronze Axe,Iron Shield,4
Bronze Axe,Tower Shield,4
Bronze Axe,Spiked Shield,4
Bronze Axe,Mirror Shield,-1
Bronze Axe,Dragon Shield,2
Bronze Axe,Ice Shield,-1
Bronze Axe,Storm Shield,-1
Bronze Axe,Holy Shield,-1
Bronze Axe,Thorn Shield,-1
Bronze Axe,Stone Hammer,3
Bronze Axe,War Hammer,3
Bronze Axe,Thunder Hammer,-1
Bronze Axe,Forge Hammer,2
Bronze Axe,Ice Maul,-1
Bronze Axe,Gravity Hammer,-1
Bronze Axe,Bone Hammer,-1
Bronze Axe,Titan Hammer,3
Bronze Axe,Copper Mace,3
Bronze Axe,Morning Star,-1
Bronze Axe,Slingshot,-1
Bronze Axe,Boomerang,-1
Bronze Axe,Harpoon,-1
Bronze Axe,Net Launcher,-1
Bronze Axe,Flare Gun,2
Bronze Axe,Blowgun,-1
Bronze Axe,Hookshot,-1
Bronze Axe,Chakram,-1
Bronze Axe,Crystal Orb,-1
Bronze Axe,Spell Book,-1
Bronze Axe,Laser Pistol,-1
Bronze Axe,Plasma Rifle,-1
Bronze Axe,Rocket Launcher,2
Bronze Axe,Energy Cannon,-1
Bronze Axe,Railgun,-1
Bronze Axe,Cyber Blade,-1
Bronze Axe,Pulse Shield,4
Bronze Axe,Drone Swarm,-1
Bronze Axe,Nano Spear,-1
Bronze Axe,Void Cannon,-1
War Axe,Twin Hatchets,-4
War Axe,Executioner Axe,5
War Axe,Viking Cleaver,3
War Axe,Bone Splitter,-4
War Axe,Meteor Axe,2
War Axe,Glacier Axe,-4
War Axe,Storm Axe,-4
War Axe,Emerald Tomahawk,-4
War Axe,Oak Bow,-4
War Axe,Longbow,-4
War Axe,Crossbow,-4
War Axe,Repeater Crossbow,-4
War Axe,Flame Bow,2
War Axe,Frost Bow,-4
War Axe,Thunder Bow,-4
War Axe,Shadow Bow,-4
War Axe,Hawk Bow,-4
War Axe,Moonlight Bow,-4
War Axe,Wooden Staff,-4
War Axe,Wizard Staff,-4
War Axe,Healing Staff,-4
War Axe,Necro Staff,-4
War Axe,Storm Staff,-4
War Axe,Flame Staff,2
War Axe,Frost Staff,-4
War Axe,Crystal Staff,-4
War Axe,Druid Staff,-4
War Axe,Solar Staff,-4
War Axe,Iron Spear,-4
War Axe,Steel Spear,-4
War Axe,Pike,-4
War Axe,Halberd,-4
War Axe,Trident,-4
War Axe,Dragon Lance,2
War Axe,Ice Lance,-4
War Axe,Thunder Spear,-4
War Axe,Serpent Spear,-4
War Axe,Sun Lance,-4
War Axe,Dagger,-4
War Axe,Poison Dagger,-4
War Axe,Silent Knife,-4
War Axe,Throwing Knives,-4
War Axe,Glass Dagger,-4
War Axe,Vampire Fang,-4
War Axe,Venom Shiv,-4
War Axe,Assassin Blade,-4
War Axe,Smoke Dagger,-4
War Axe,Mirror Knife,-4
War Axe,Wooden Shield,4
War Axe,Iron Shield,4
War Axe,Tower Shield,4
War Axe,Spiked Shield,4
War Axe,Mirror Shield,-4
War Axe,Dragon Shield,2
War Axe,Ice Shield,-4
War Axe,Storm Shield,-4
War Axe,Holy Shield,-4
War Axe,Thorn Shield,-4
War Axe,Stone Hammer,3
War Axe,War Hammer,3
War Axe,Thunder Hammer,-4
War Axe,Forge Hammer,2
War Axe,Ice Maul,-4
War Axe,Gravity Hammer,-4
War Axe,Bone Hammer,-4
War Axe,Titan Hammer,5
War Axe,Copper Mace,3
War Axe,Morning Star,-4
War Axe,Slingshot,-4
War Axe,Boomerang,-4
War Axe,Harpoon,-4
War Axe,Net Launcher,-4
War Axe,Flare Gun,2
War Axe,Blowgun,-4
War Axe,Hookshot,-4
War Axe,Chakram,-4
War Axe,Crystal Orb,-4
War Axe,Spell Book,-4
War Axe,Laser Pistol,-4
War Axe,Plasma Rifle,-4
War Axe,Rocket Launcher,2
War Axe,Energy Cannon,-4
War Axe,Railgun,-4
War Axe,Cyber Blade,-4
War Axe,Pulse Shield,4
War Axe,Drone Swarm,-4
War Axe,Nano Spear,-4
War Axe,Void Cannon,-4
Twin Hatchets,Executioner Axe,-2
Twin Hatchets,Viking Cleaver,-2
Twin Hatchets,Bone Splitter,-2
Twin Hatchets,Meteor Axe,-2
Twin Hatchets,Glacier Axe,-2
Twin Hatchets,Storm Axe,-2
Twin Hatchets,Emerald Tomahawk,-2
Twin Hatchets,Oak Bow,-2
Twin Hatchets,Longbow,-2
Twin Hatchets,Crossbow,-2
Twin Hatchets,Repeater Crossbow,-2
Twin Hatchets,Flame Bow,-2
Twin Hatchets,Frost Bow,-2
Twin Hatchets,Thunder Bow,-2
Twin Hatchets,Shadow Bow,3
Twin Hatchets,Hawk Bow,-2
Twin Hatchets,Moonlight Bow,-2
Twin Hatchets,Wooden Staff,-2
Twin Hatchets,Wizard Staff,-2
Twin Hatchets,Healing Staff,-2
Twin Hatchets,Necro Staff,-2
Twin Hatchets,Storm Staff,-2
Twin Hatchets,Flame Staff,-2
Twin Hatchets,Frost Staff,-2
Twin Hatchets,Crystal Staff,-2
Twin Hatchets,Druid Staff,-2
Twin Hatchets,Solar Staff,-2
Twin Hatchets,Iron Spear,-2
Twin Hatchets,Steel Spear,-2
Twin Hatchets,Pike,-2
Twin Hatchets,Halberd,-2
Twin Hatchets,Trident,-2
Twin Hatchets,Dragon Lance,-2
Twin Hatchets,Ice Lance,-2
Twin Hatchets,Thunder Spear,-2
Twin Hatchets,Serpent Spear,-2
Twin Hatchets,Sun Lance,-2
Twin Hatchets,Dagger,3
Twin Hatchets,Poison Dagger,-2
Twin Hatchets,Silent Knife,3
Twin Hatchets,Throwing Knives,-2
Twin Hatchets,Glass Dagger,3
Twin Hatchets,Vampire Fang,-2
Twin Hatchets,Venom Shiv,-2
Twin Hatchets,Assassin Blade,3
Twin Hatchets,Smoke Dagger,3
Twin Hatchets,Mirror Knife,-2
Twin Hatchets,Wooden Shield,-2
Twin Hatchets,Iron Shield,-2
Twin Hatchets,Tower Shield,-2
Twin Hatchets,Spiked Shield,-2
Twin Hatchets,Mirror Shield,-2
Twin Hatchets,Dragon Shield,-2
Twin Hatchets,Ice Shield,-2
Twin Hatchets,Storm Shield,-2
Twin Hatchets,Holy Shield,-2
Twin Hatchets,Thorn Shield,-2
Twin Hatchets,Stone Hammer,-2
Twin Hatchets,War Hammer,-2
Twin Hatchets,Thunder Hammer,-2
Twin Hatchets,Forge Hammer,-2
Twin Hatchets,Ice Maul,-2
Twin Hatchets,Gravity Hammer,-2
Twin Hatchets,Bone Hammer,-2
Twin Hatchets,Titan Hammer,-2
Twin Hatchets,Copper Mace,-2
Twin Hatchets,Morning Star,-2
Twin Hatchets,Slingshot,-2
Twin Hatchets,Boomerang,-2
Twin Hatchets,Harpoon,-2
Twin Hatchets,Net Launcher,-2
Twin Hatchets,Flare Gun,-2
Twin Hatchets,Blowgun,-2
Twin Hatchets,Hookshot,-2
Twin Hatchets,Chakram,-2
Twin Hatchets,Crystal Orb,-2
Twin Hatchets,Spell Book,-2
Twin Hatchets,Laser Pistol,-2
Twin Hatchets,Plasma Rifle,-2
Twin Hatchets,Rocket Launcher,-2
Twin Hatchets,Energy Cannon,-2
Twin Hatchets,Railgun,-2
Twin Hatchets,Cyber Blade,-2
Twin Hatchets,Pulse Shield,-2
Twin Hatchets,Drone Swarm,-2
Twin Hatchets,Nano Spear,-2
Twin Hatchets,Void Cannon,-2
Executioner Axe,Viking Cleaver,5
Executioner Axe,Bone Splitter,-5
Executioner Axe,Meteor Axe,2
Executioner Axe,Glacier Axe,-5
Executioner Axe,Storm Axe,-5
Executioner Axe,Emerald Tomahawk,-5
Executioner Axe,Oak Bow,-5
Executioner Axe,Longbow,-5
Executioner Axe,Crossbow,-5
Executioner Axe,Repeater Crossbow,-5
Executioner Axe,Flame Bow,2
Executioner Axe,Frost Bow,-5
Executioner Axe,Thunder Bow,-5
Executioner Axe,Shadow Bow,-5
Executioner Axe,Hawk Bow,-5
Executioner Axe,Moonlight Bow,-5
Executioner Axe,Wooden Staff,-5
Executioner Axe,Wizard Staff,-5
Executioner Axe,Healing Staff,-5
Executioner Axe,Necro Staff,-5
Executioner Axe,Storm Staff,-5
Executioner Axe,Flame Staff,2
Executioner Axe,Frost Staff,-5
Executioner Axe,Crystal Staff,-5
Executioner Axe,Druid Staff,-5
Executioner Axe,Solar Staff,-5
Executioner Axe,Iron Spear,-5
Executioner Axe,Steel Spear,-5
Executioner Axe,Pike,-5
Executioner Axe,Halberd,-5
Executioner Axe,Trident,-5
Executioner Axe,Dragon Lance,2
Executioner Axe,Ice Lance,-5
Executioner Axe,Thunder Spear,-5
Executioner Axe,Serpent Spear,-5
Executioner Axe,Sun Lance,-5
Executioner Axe,Dagger,-5
Executioner Axe,Poison Dagger,-5
Executioner Axe,Silent Knife,-5
Executioner Axe,Throwing Knives,-5
Executioner Axe,Glass Dagger,-5
Executioner Axe,Vampire Fang,-5
Executioner Axe,Venom Shiv,-5
Executioner Axe,Assassin Blade,-5
Executioner Axe,Smoke Dagger,-5
Executioner Axe,Mirror Knife,-5
Executioner Axe,Wooden Shield,4
Executioner Axe,Iron Shield,4
Executioner Axe,Tower Shield,4
Executioner Axe,Spiked Shield,4
Executioner Axe,Mirror Shield,-5
Executioner Axe,Dragon Shield,2
Executioner Axe,Ice Shield,-5
Executioner Axe,Storm Shield,-5
Executioner Axe,Holy Shield,-5
Executioner Axe,Thorn Shield,-5
Executioner Axe,Stone Hammer,3
Executioner Axe,War Hammer,5
Executioner Axe,Thunder Hammer,-5
Executioner Axe,Forge Hammer,2
Executioner Axe,Ice Maul,-5
Executioner Axe,Gravity Hammer,-5
Executioner Axe,Bone Hammer,-5
Executioner Axe,Titan Hammer,5
Executioner Axe,Copper Mace,3
Executioner Axe,Morning Star,-5
Executioner Axe,Slingshot,-5
Executioner Axe,Boomerang,-5
Executioner Axe,Harpoon,-5
Executioner Axe,Net Launcher,-5
Executioner Axe,Flare Gun,2
Executioner Axe,Blowgun,-5
Executioner Axe,Hookshot,-5
Executioner Axe,Chakram,-5
Executioner Axe,Crystal Orb,-5
Executioner Axe,Spell Book,-5
Executioner Axe,Laser Pistol,-5
Executioner Axe,Plasma Rifle,-5
Executioner Axe,Rocket Launcher,2
Executioner Axe,Energy Cannon,-5
Executioner Axe,Railgun,-5
Executioner Axe,Cyber Blade,-5
Executioner Axe,Pulse Shield,4
Executioner Axe,Drone Swarm,-5
Executioner Axe,Nano Spear,-5
Executioner Axe,Void Cannon,-5
Viking Cleaver,Bone Splitter,-3
Viking Cleaver,Meteor Axe,2
Viking Cleaver,Glacier Axe,-3
Viking Cleaver,Storm Axe,-3
Viking Cleaver,Emerald Tomahawk,-3
Viking Cleaver,Oak Bow,-3
Viking Cleaver,Longbow,-3
Viking Cleaver,Crossbow,-3
Viking Cleaver,Repeater Crossbow,-3
Viking Cleaver,Flame Bow,2
Viking Cleaver,Frost Bow,-3
Viking Cleaver,Thunder Bow,-3
Viking Cleaver,Shadow Bow,-3
Viking Cleaver,Hawk Bow,-3
Viking Cleaver,Moonlight Bow,-3
Viking Cleaver,Wooden Staff,-3
Viking Cleaver,Wizard Staff,-3
Viking Cleaver,Healing Staff,-3
Viking Cleaver,Necro Staff,-3
Viking Cleaver,Storm Staff,-3
Viking Cleaver,Flame Staff,2
Viking Cleaver,Frost Staff,-3
Viking Cleaver,Crystal Staff,-3
Viking Cleaver,Druid Staff,-3
Viking Cleaver,Solar Staff,-3
Viking Cleaver,Iron Spear,-3
Viking Cleaver,Steel Spear,-3
Viking Cleaver,Pike,-3
Viking Cleaver,Halberd,-3
Viking Cleaver,Trident,-3
Viking Cleaver,Dragon Lance,2
Viking Cleaver,Ice Lance,-3
Viking Cleaver,Thunder Spear,-3
Viking Cleaver,Serpent Spear,-3
Viking Cleaver,Sun Lance,-3
Viking Cleaver,Dagger,-3
Viking Cleaver,Poison Dagger,-3
Viking Cleaver,Silent Knife,-3
Viking Cleaver,Throwing Knives,-3
Viking Cleaver,Glass Dagger,-3
Viking Cleaver,Vampire Fang,-3
Viking Cleaver,Venom Shiv,-3
Viking Cleaver,Assassin Blade,-3
Viking Cleaver,Smoke Dagger,-3
Viking Cleaver,Mirror Knife,-3
Viking Cleaver,Wooden Shield,4
Viking Cleaver,Iron Shield,4
Viking Cleaver,Tower Shield,4
Viking Cleaver,Spiked Shield,4
Viking Cleaver,Mirror Shield,-3
Viking Cleaver,Dragon Shield,2
Viking Cleaver,Ice Shield,-3
Viking Cleaver,Storm Shield,-3
Viking Cleaver,Holy Shield,-3
Viking Cleaver,Thorn Shield,-3
Viking Cleaver,Stone Hammer,3
Viking Cleaver,War Hammer,3
Viking Cleaver,Thunder Hammer,-3
Viking Cleaver,Forge Hammer,2
Viking Cleaver,Ice Maul,-3
Viking Cleaver,Gravity Hammer,-3
Viking Cleaver,Bone Hammer,-3
Viking Cleaver,Titan Hammer,5
Viking Cleaver,Copper Mace,3
Viking Cleaver,Morning Star,-3
Viking Cleaver,Slingshot,-3
Viking Cleaver,Boomerang,-3
Viking Cleaver,Harpoon,-3
Viking Cleaver,Net Launcher,-3
Viking Cleaver,Flare Gun,2
Viking Cleaver,Blowgun,-3
Viking Cleaver,Hookshot,-3
Viking Cleaver,Chakram,-3
Viking Cleaver,Crystal Orb,-3
Viking Cleaver,Spell Book,-3
Viking Cleaver,Laser Pistol,-3
Viking Cleaver,Plasma Rifle,-3
Viking Cleaver,Rocket Launcher,2
Viking Cleaver,Energy Cannon,-3
Viking Cleaver,Railgun,-3
Viking Cleaver,Cyber Blade,-3
Viking Cleaver,Pulse Shield,4
Viking Cleaver,Drone Swarm,-3
Viking Cleaver,Nano Spear,-3
Viking Cleaver,Void Cannon,-3
Bone Splitter,Meteor Axe,-1
Bone Splitter,Glacier Axe,-1
Bone Splitter,Storm Axe,-1
Bone Splitter,Emerald Tomahawk,-1
Bone Splitter,Oak Bow,-1
Bone Splitter,Longbow,-1
Bone Splitter,Crossbow,-1
Bone Splitter,Repeater Crossbow,-1
Bone Splitter,Flame Bow,-1
Bone Splitter,Frost Bow,-1
Bone Splitter,Thunder Bow,-1
Bone Splitter,Shadow Bow,-1
Bone Splitter,Hawk Bow,-1
Bone Splitter,Moonlight Bow,2
Bone Splitter,Wooden Staff,2
Bone Splitter,Wizard Staff,2
Bone Splitter,Healing Staff,-1
Bone Splitter,Necro Staff,5
Bone Splitter,Storm Staff,-1
Bone Splitter,Flame Staff,-1
Bone Splitter,Frost Staff,-1
Bone Splitter,Crystal Staff,2
Bone Splitter,Druid Staff,-1
Bone Splitter,Solar Staff,-1
Bone Splitter,Iron Spear,-1
Bone Splitter,Steel Spear,-1
Bone Splitter,Pike,-1
Bone Splitter,Halberd,-1
Bone Splitter,Trident,-1
Bone Splitter,Dragon Lance,-1
Bone Splitter,Ice Lance,-1
Bone Splitter,Thunder Spear,-1
Bone Splitter,Serpent Spear,-1
Bone Splitter,Sun Lance,-1
Bone Splitter,Dagger,-1
Bone Splitter,Poison Dagger,-1
Bone Splitter,Silent Knife,-1
Bone Splitter,Throwing Knives,-1
Bone Splitter,Glass Dagger,-1
Bone Splitter,Vampire Fang,5
Bone Splitter,Venom Shiv,-1
Bone Splitter,Assassin Blade,-1
Bone Splitter,Smoke Dagger,-1
Bone Splitter,Mirror Knife,2
Bone Splitter,Wooden Shield,-1
Bone Splitter,Iron Shield,-1
Bone Splitter,Tower Shield,-1
Bone Splitter,Spiked Shield,-1
Bone Splitter,Mirror Shield,2
Bone Splitter,Dragon Shield,-1
Bone Splitter,Ice Shield,-1
Bone Splitter,Storm Shield,-1
Bone Splitter,Holy Shield,-1
Bone Splitter,Thorn Shield,-1
Bone Splitter,Stone Hammer,-1
Bone Splitter,War Hammer,-1
Bone Splitter,Thunder Hammer,-1
Bone Splitter,Forge Hammer,-1
Bone Splitter,Ice Maul,-1
Bone Splitter,Gravity Hammer,2
Bone Splitter,Bone Hammer,3
Bone Splitter,Titan Hammer,-1
Bone Splitter,Copper Mace,-1
Bone Splitter,Morning Star,-1
Bone Splitter,Slingshot,-1
Bone Splitter,Boomerang,-1
Bone Splitter,Harpoon,-1
Bone Splitter,Net Launcher,-1
Bone Splitter,Flare Gun,-1
Bone Splitter,Blowgun,-1
Bone Splitter,Hookshot,-1
Bone Splitter,Chakram,-1
Bone Splitter,Crystal Orb,2
Bone Splitter,Spell Book,2
Bone Splitter,Laser Pistol,-1
Bone Splitter,Plasma Rifle,-1
Bone Splitter,Rocket Launcher,-1
Bone Splitter,Energy Cannon,-1
Bone Splitter,Railgun,-1
Bone Splitter,Cyber Blade,-1
Bone Splitter,Pulse Shield,-1
Bone Splitter,Drone Swarm,-1
Bone Splitter,Nano Spear,-1
Bone Splitter,Void Cannon,5
Meteor Axe,Glacier Axe,-4
Meteor Axe,Storm Axe,2
Meteor Axe,Emerald Tomahawk,-4
Meteor Axe,Oak Bow,-4
Meteor Axe,Longbow,-4
Meteor Axe,Crossbow,-4
Meteor Axe,Repeater Crossbow,-4
Meteor Axe,Flame Bow,5
Meteor Axe,Frost Bow,-4
Meteor Axe,Thunder Bow,2
Meteor Axe,Shadow Bow,-4
Meteor Axe,Hawk Bow,-4
Meteor Axe,Moonlight Bow,-4
Meteor Axe,Wooden Staff,-4
Meteor Axe,Wizard Staff,-4
Meteor Axe,Healing Staff,-4
Meteor Axe,Necro Staff,-4
Meteor Axe,Storm Staff,2
Meteor Axe,Flame Staff,11
Meteor Axe,Frost Staff,-4
Meteor Axe,Crystal Staff,-4
Meteor Axe,Druid Staff,-4
Meteor Axe,Solar Staff,-4
Meteor Axe,Iron Spear,-4
Meteor Axe,Steel Spear,-4
Meteor Axe,Pike,-4
Meteor Axe,Halberd,-4
Meteor Axe,Trident,-4
Meteor Axe,Dragon Lance,5
Meteor Axe,Ice Lance,-4
Meteor Axe,Thunder Spear,2
Meteor Axe,Serpent Spear,-4
Meteor Axe,Sun Lance,-4
Meteor Axe,Dagger,-4
Meteor Axe,Poison Dagger,-4
Meteor Axe,Silent Knife,-4
Meteor Axe,Throwing Knives,-4
Meteor Axe,Glass Dagger,-4
Meteor Axe,Vampire Fang,-4
Meteor Axe,Venom Shiv,-4
Meteor Axe,Assassin Blade,-4
Meteor Axe,Smoke Dagger,-4
Meteor Axe,Mirror Knife,-4
Meteor Axe,Wooden Shield,-4
Meteor Axe,Iron Shield,-4
Meteor Axe,Tower Shield,-4
Meteor Axe,Spiked Shield,-4
Meteor Axe,Mirror Shield,-4
Meteor Axe,Dragon Shield,5
Meteor Axe,Ice Shield,-4
Meteor Axe,Storm Shield,2
Meteor Axe,Holy Shield,-4
Meteor Axe,Thorn Shield,-4
Meteor Axe,Stone Hammer,2
Meteor Axe,War Hammer,2
Meteor Axe,Thunder Hammer,2
Meteor Axe,Forge Hammer,5
Meteor Axe,Ice Maul,-4
Meteor Axe,Gravity Hammer,-4
Meteor Axe,Bone Hammer,-4
Meteor Axe,Titan Hammer,2
Meteor Axe,Copper Mace,2
Meteor Axe,Morning Star,-4
Meteor Axe,Slingshot,-4
Meteor Axe,Boomerang,-4
Meteor Axe,Harpoon,-4
Meteor Axe,Net Launcher,-4
